机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N04147,5686    ,DE    ,CC    ,57186-10                ,571867110       ,29, , ,SCH   ,2012-08-13,00:00,0,00:00,0,2013-07-13,3023:27,1622,3023:27,1622,,3023:27,"    航后依据技术组要求更换A系统EMDP并按TASK29-11-21-700-801进行测试,结果正常已反馈.     加英AF refer to technical teank reaulre replace EMDP of A system and dothe task 29-11-21-700-801 to test the result is ok and fecchack封圈P/N   NAS1612-6  HAS1612-10  NAS1612-12",1622,57186-10                ,571863863       ,,16954.0,33421.29,, ,（完全禁订）PUMP                                            ,2108065,10685854
73N,73N01191,2677    ,DE    ,CC    ,57186-10                ,571865684       ,29,X,X,FAIL  ,2011-04-22,30250:02,14966,4316:45,2191,2013-10-12,38136:14,18980,12202:57,6205,"发动机起动成功后,液压A系统电动泵低压灯亮,机组按QRH MEL处置后低压灯仍亮,且不满足MEL放行条件.机组",7886:12,"           检查A系统继电器R317有故障,检查A系统壳体回油滤有少量金属屑.亓艳彬,张学文Check A SYS relay R317 fault,check and found A SYS case drain filter,find some metal particles依据AMM29-11-41更换A系统壳体回油滤,依据AMM29-11-21更换A EMDP,依据AMM29-11-27更换A压力油滤,依据AMM29-11-60更换系统回油滤,更换R317继电器Refer to AMM29-11-41 replace A SYS case filter,and replace EMDP,29-11-27 a module filter 29-11-61 SYS return filter,replace theR317 relay,test these SYS normal继电器R317:9124-10400FLB10699991 办理保留FC201320210.亓艳彬Make the FC201320210",4014,57186-10                ,571866444       ,PARKER  US,7711.0,13754.21,7886:12,4014,（完全禁订）PUMP                                            ,2240039,10699990
73N,73N04304,5711    ,DE    ,CC    ,57186-10                ,571867499       ,29,X,X,FAIL  ,2012-12-18,00:00,0,00:00,0,2013-10-14,2491:07,1299,2491:07,1299,航后检查发现A系统EMDP本体漏油AF check and found the A system EMDP have leakage刘春贺,2491:07,"    航后依据AMM29-11-21更换A系统EMDP完成相关测试,检查压力正常,无渗漏,勤务A系统液压油至103,TAG:3013122AF refer to AMM29-11-21 replace A system EMDP test normalthe pressure normal ,no leakage ,add hydraulic to 103刘春贺 PACKING :NAS1612-06/NAS1612-10/NAS1612-12",1299,57186-11                ,571863700       ,,21800.0,42752.31,, ,（完全禁订）PUMP                                            ,2243072,10702339
73N,73N00067,2636    ,DE    ,CC    ,57186-10                ,571864195       ,29,X,X,FAIL  ,2010-07-23,40199:23,21402,12711:01,6234,2013-12-29,51124:26,27045,23636:04,11877,"航前检查发现A系统低压,王康业 PF check and found system A hydrauliclow",10925:03,"   航前检查发现A系统INOP 输出压力低,依据AMM29-11-21更换A系统EMDP,检查壳体回油滤正常无金属,测试正常.王康业 PF check and found sys a emdpput pressure was low check drain filter refer to amm29-11-25 replaceemdp  test ok",5643,57186-10                ,571866232       ,武汉航达,6227.0,11640.47,10925:03,5643,（完全禁订）PUMP                                            ,2363325,10706533
73N,73N02806,5428    ,DE    ,CC    ,57186-10                ,571865392       ,29,X,X,FAIL  ,2009-01-30,00:00,0,00:00,0,2016-01-21,21945:58,11685,21945:58,11685,过站机组反映A系统低压灯亮 CGO机务TR CREW REPORT A HYD SYS LOW PRESSURE,21945:58,"        航后依据AMM29-11-41-700-801完成检查及管路冲洗，更换壳体回油滤，PTU油滤，压力回油滤，清洁消音管油滤，依据AMM29-11-21更换EMDP,测试正常AF REF TO AMM29-11-41-700-801 ACCOMPLISH CHECK AND CLEAN THE HYDHNES BETWEEN THE CASE DRAIN FILTER AND THE HYD PUMP REPLACE THE CASEDRAIN FILTER, MAIN DRAIN-FILTER PTU FILTER, PRESSURE FILTER OF THEEMDP, CLEAN THE ACOUSTIC FILTER, REF TO AMM29-11-21 REPLACE A HYDSYS EMDP, TEST OK NO LEAKAGE  CGO机务壳体回油滤：65-90305-58 系统回油滤：65-80305-66  PTU油滤：65-90305-40A",11685,57186-10                ,K0671           ,,32152.0,59442.52,, ,（完全禁订）PUMP                                            ,3739013,10711842
73N,73N03192,5502    ,DE    ,CC    ,57186-10                ,571866182       ,29,X,X,FAIL  ,2012-02-04,6224:39,3234,4164:20,2132,2013-10-25,11832:02,6121,9771:43,5019,技术组通知航前发现B系EMDP漏油 TG  PF FOUND TEH HYD B EMDP leak 陈培？,5607:23,"  过站更换B系统EMDP,测试系统正常无渗漏。 TR replaced the B HYD SYSTEMEMDP, TEST IS NORMAL , NO LEAK. 陈培？ 封圈 NAS1612-6     NAS1612-10NAS1012-12",2887,57186-10                ,K1239           ,武汉航达,38689.0,56053.55,5607:23,2887,（完全禁订）PUMP                                            ,2260770,10720986
73N,73N03192,5502    ,DE    ,CC    ,57186-10                ,K1239           ,29,X,X,FAIL  ,2013-10-25,11832:02,6121,42086:18,27870,2013-11-08,11961:49,6184,42216:05,27933,地面检查B系统电动泵静封严漏油每分钟3滴. 机务,129:47,"   依据MEL29-00适航放行.FOC机务航后更换emdp泵,打压测试正常. 谭凯AF REPLACE THE LAMP OF B PRSSURE ON AND TEST OK封圈:NAS1612-6/NAS1612-10/NAS1612-12",63,57186-10                ,571865742       ,武汉航达,8954.0,17420.45,129:47,63,（完全禁订）PUMP                                            ,2281717,10721768
73N,73N03382,5538    ,DE    ,CC    ,57186-10                ,571866265       ,29,X,X,FAIL  ,2010-08-13,00:00,0,00:00,0,2014-05-13,12001:14,6286,12001:14,6286,"机组反映推出时B系统EMDP低压灯亮,P91板C882跳开关跳出,复位后正常 见江科Thｅ　flight crew report the SYSB EMDP during taxi after reset theC/B C882 it is ok      见江科",12001:14,"       航后依据AMM29-11-41拆下,EMDP壳体回油滤,检查油滤无杂质,依据SSM29-33-11测量EMDP本体阻值正常,检查跳开关C882线路正常,依据AMM29-11-21更换B系统EMDP,检查无渗漏,操作测试压力300psi,TAG:3016823   见江科 FLB:10729176Bremove the EMDP case drain filter refer to AMM29-11-41 check theresistance of the EMDP refer to SSM29-33-11 the result is normalcheck the wire of the C/B c882  见江科 FLB:10729177A it is normalreplace the SYSB EMDP refer to AMM29-11-21 check no leakage the workpressure is 3000PSI   见江科   油滤:7577741",6286,57186-10                ,571864063       ,,14836.0,28901.48,, ,（完全禁订）PUMP                                            ,2588509,10729176
73N,73N03038,5478    ,DE    ,CC    ,57186-10                ,571863656       ,29,X,X,FAIL  ,2012-08-05,9235:38,4666,23122:38,11377,2014-02-06,14387:59,7220,28274:59,13931,FROM   FLB10748246B,5152:21,"     航后为进一步排除A系统EMDP灯亮故障拆下EMDP壳体回油滤，发现大量金属屑，依据AMM29-11-21更换A系统EMDP,并更换壳体回油滤，测试正常。无渗漏。 AFfor troubleshooting the low press light on of EMDP A system removethe dose ofilter of EMDP metal sorip chip refer AMM29-11-21AMM29-11-21 replaced EMDP of system A and filter test ok no leakage李旭东    油滤P/N   7577741    封圈P/N   NAS1612-6  NAS1612-12",2554,57186-10                ,57186K2788      ,武汉航达,27325.0,53934.1,5152:21,2554,（完全禁订）PUMP                                            ,2425150,10748255
73N,73N01766,5135    ,DE    ,CC    ,57186-10                ,K0324           ,29,X,X,FAIL  ,2011-10-23,20545:17,10676,47843:06,29500,2014-07-25,29447:29,15148,56745:18,33972,航后检查发现B系统EMDP的壳体回油滤有金属屑。周永文AF check and find the EMDP of B system drain case have metal,8902:12,"    航后依据AMM29-11更换系统B的EMDP和油滤，检查无渗漏，办理FC201417130。周永文AF ref to AMM29-11 replace the EMDP of system B and the failterscheck it`s not leak do the FC201417130实物标牌丢失,依据2014.08.06查件单完成拆换.",4472,57186-10                ,571864851       ,武汉航达,15167.0,29363.28,8902:12,4472,（完全禁订）PUMP                                            ,2708962,10763526
73N,73N01805,5137    ,DE    ,CC    ,57186-10                ,571863684       ,29,X,X,FAIL  ,2005-11-13,05:14,5,05:14,5,2015-10-22,30011:28,15271,30011:28,15271,飞行过程中8400FEET A系统电动液压过热灯亮.  机组,30006:14,"      航后检查A系统EMDP壳体回油滤,干净无杂质,更换A系统EMDP壳体回油滤组件更换A系统EMDP,因停场时间不足,办理DD201524161 ,郑兆勇 AF checkhydraulic system A EMDP cass drain filter is clean replace Case drainfilter moadule and A EMDP due to SG form DD201524161油滤组件由于件号与EDP相冲突,航材无法新建件号,故该件无法执行拆装.
油滤组件:P/N off 7579078 S/N off 看不清
油滤组件:P/N on 7579078 S/N on 34981",15266,57186-10                ,K2483           ,,28891.0,52827.57,, ,（完全禁订）PUMP                                            ,3528215,10766551
73N,73N01796,5136    ,DE    ,CC    ,57186-10                ,571863764       ,29,X,X,FAIL  ,2005-10-11,00:00,0,00:00,0,2014-08-05,26985:20,13468,26985:20,13468,,26985:20,"      航后为完成感觉压差灯亮排故工作,依据FIM27-31TASK803排故,检查发现A系统,EMDP 壳体回油滤有大量金属屑,依据AMM29-11-21更换A系统EMDP未完成相关系统,测试工作,符文成AF FOR TROUBLESHOOTING FEEL LIGHT COME ON REFER TO FIM27-31 TASK 803TROUBLESHOOTING CHECK AND FOUND LARGE METAL CHIPS REFERE TOAMM29-11-21 REPLACE THE EMDP OF A SYSTEM NOT FINISH RETATIN SYSTEMTEST WORK",13468,57186-10                ,571865298       ,,16086.0,31353.52,, ,（完全禁订）PUMP                                            ,2729391,10774234
73N,73N02097,5182    ,DE    ,CC    ,57186-10                ,571864851       ,29,X,X,FAIL  ,2013-08-06,23268:56,11524,13056:37,6651,2014-06-05,25886:43,12866,15674:24,7993,FROM FL10799119A,2617:47,  航后依据AMM29-11-41检查壳体回流虑干净无金属屑.冯亮AF ref to AMM29-11-41 check the case draim filter clean ref toAMM79-11-21 replace SYS X EMDP press test no leak,1342,57186-07                ,208368          ,武汉航达,44709.0,72811.35,2617:47,1342,（完全禁订）PUMP                                            ,2626224,10780437
73N,73N02973,5480    ,DE    ,CC    ,57186-10                ,571865590       ,29,X,X,FAIL  ,2009-06-08,00:00,0,00:00,0,2014-03-29,15485:05,8154,15485:05,8154,航前检查发现B系统低压.周永文 PF check and find the B system is owerpressure,15485:05,"  航前依据AMM29-11-21更换B系统EMDP,测试压力3020psi,无渗漏,恢复飞机正常周永文 PF ref to AMM29-11-21 replaced teh B system EMDP test`s OK thepressure is 3020psi is not leak put the aircraft back to normal",8154,57186-10                ,270470          ,,44698.0,74605.35,, ,（完全禁订）PUMP                                            ,2513689,10782377
73N,73N01147,2675    ,DE    ,CC    ,57186-10                ,K2483           ,29,X,X,FAIL  ,2002-05-05,00:00,0,00:00,0,2014-04-09,37892:04,21167,37892:04,21167,,37892:04, 执行MAOTS290111更换B系统电动液压泵 测试正常  挂签号:4007455  宋亮Accomplished MAOTS290111 replace the EMDP of SYS B test is ok,21167,57186-10                ,571863656       ,,13933.0,28278.03,, ,（完全禁订）PUMP                                            ,2533790,10790835
73N,73N04716,5855    ,DE    ,CC    ,57186-10                ,571868121       ,29,X,X,FAIL  ,2013-11-27,00:00,0,00:00,0,2014-10-18,2934:37,1473,2934:37,1473,,2934:37,"     FROM:10834612A航后量线测得B系统EMDP插头D2666 5号钉对地导通,判断为EMDP故障,依据AMM29-11-00更换EMDP增压测试正常,无渗漏AF remove the plug D2616 of system B EMDP pin 5 to groundcontinuity so referto AMM29-11-00 replaced the EMDP and do thepressure test ok    罗超  封圈:NAS1612-6A  NAS1612-10A",1473,57186-10                ,571868285       ,,7662.0,14803.04,, ,（完全禁订）PUMP                                            ,2861124,10834613
73N,73N02769,5418    ,DE    ,CC    ,57186-10                ,571865321       ,29,X,X,FAIL  ,2008-12-26,00:00,0,00:00,0,2014-08-28,18595:01,9804,18595:01,9804,"航后检查发现液压A系统EMDOP,低于压力2480.张磊AF check and find the hydranke system A EMDP low peseeure",18595:01,"      航后依？ssm29-41-21量取压力传感器上的线来通断正常.依据20-40-20 更换A系统压力传感器,打泵检查正常无渗漏.系统压力仍为2840psi,依据AMM29-11-41完成EMDP 壳体回油滤更换和检查无碎屑为依据AMM29-11-21更换A系统EMDP,测试正常 压力为3030psi.张磊 杨清华AF check the pressure transducer is wire is ok replace thetransduce the fault not connect replaced the A EMDP  cese dreamfilter and EMDP check it is ok",9804,57186-10                ,K0324           ,,41696.0,71219.33,, ,（完全禁订）PUMP                                            ,2773775,10836354
73N,73N03344,5520    ,DE    ,CC    ,57186-10                ,571867874       ,29,X,X,FAIL  ,2015-03-19,15256:14,7985,00:00,0,2015-04-13,15479:29,8107,223:15,122,,223:15,"   航后依据AMM29-11-400-801更换A系统EMDP,测试正常,借件拆换AF refer ot AMM29-11-400-801 replaced system AEMDP and test ok   罗超EMDP:57186-10/57186K2986   ON:57186-10/571867874",122,57186-10                ,57186K2986      ,,32603.0,52320.42,, ,（完全禁订）PUMP                                            ,3178736,10837162
73N,73N05006,1995    ,DE    ,CC    ,57186-10                ,571868537       ,29,X,X,FAIL  ,2014-07-09,00:00,0,00:00,0,2014-09-09,440:35,232,440:35,232,FROM FLB10837225,440:35,    航后依据FIM手册排故检查A系统EMDP本机插头PINT对地700欧姆符合手册标准根据AMM29-11-21更换EMDP测试结果符合手册要求A系统油箱完成勤务.杨清华 张磊AF ref FIM for troubleshooting ref AMM29-11-21 repalced the EMDPtest was ok service the A SYS,232,57186-10                ,571863764       ,,20568.0,39525.25,, ,（完全禁订）PUMP                                            ,2794857,10837227
73N,73N01805,5137    ,DE    ,CC    ,57186-10                ,571863743       ,29,X,X,FAIL  ,2005-11-13,05:14,5,05:14,5,2014-11-26,27528:29,14044,27528:29,14044,B系统液压EMDP过热灯亮.林小彬 B HYD SYS EMDP overhead light on inflight,27523:15,   依据FIM29-30 task 805排故检查线路正常根据AMM29-11-21-000-801-001更换EMDP并完成液压系统管路冲洗测试无任何渗漏.林小彬 ref to FIM29-30 task805 check the lines ok ref to AMM29-11-21-000 -801-001 repalced theEMDP and flush lines result is ok test no leak,14039,887477                  ,MX654104        ,,32078.0,64736.56,, ,（完全禁订）PUMP                                            ,2929935,10848445
73N,73N05132,1733    ,DE    ,CC    ,57186-10                ,571865902       ,29, , ,SWAP  ,2015-01-17,812:12,388,14886:45,7718,2015-01-17,812:12,388,14886:45,7718,,00:00,"         航后完成MCO-2015-01-17-30,B系统压力低2840psi.依据AMM29-11-21更换B系统EMDP,测试正常.罗寿文AF accomplish MCO-2015-01-17-30 SYS B EMDP low pressure 2840psi referto AMM29-11-21 replaced EMDP test ok.封圈   NAS1612-6封圈   NAS1612-10封圈   NAS1612-12注:拆下件PN:57186-10 SN:571865786与拆下实物不符合,在系统做DE.新建PN:57186-10 SN:571868681.因系统与实物装机位置不符合,系统完成对串.",0,57186-10                ,K7822           ,武汉航达,7481.0,14753.23,00:00,0,（完全禁订）PUMP                                            ,3025452,10854862
73N,73N05132,1733    ,DE    ,CC    ,57186-10                ,571868681       ,29,X,X,FAIL  ,2014-10-10,00:00,0,00:00,0,2015-01-17,812:12,388,812:12,388,,812:12,"         航后完成MCO-2015-01-17-30,B系统压力低2840psi.依据AMM29-11-21更换B系统EMDP,测试正常.罗寿文AF accomplish MCO-2015-01-17-30 SYS B EMDP low pressure 2840psi referto AMM29-11-21 replaced EMDP test ok.封圈   NAS1612-6封圈   NAS1612-10封圈   NAS1612-12注:拆下件PN:57186-10 SN:571865786与拆下实物不符合,在系统做DE.新建PN:57186-10 SN:571868681.因系统与实物装机位置不符合,系统完成对串.",388,57186-10                ,571865902       ,,8884.0,17229.17,, ,（完全禁订）PUMP                                            ,3025452,10854862
73N,73N02973,5480    ,DE    ,CC    ,57186-10                ,571865626       ,29,X,X,FAIL  ,2009-06-08,00:00,0,00:00,0,2015-04-19,18959:35,10037,18959:35,10037,检查发现A系统用输出压力2850PSI检查壳体回油滤有金属屑.吴国荣check and find A system out put PSI 2850PSI check the case filterhave metal,18959:35,   依据手册AMM29-11-41完成A系统EMDP更换需办理FC201508528一周后需更换壳体回油滤.陈剑refer to AMM29-11-41 replaced the EMDP of A HYD sys raised FC201508528 should be replaced EMDP case filter after one week,10037,57186-10                ,571868537       ,,6737.0,12895.1,, ,（完全禁订）PUMP                                            ,3190283,10856125
73N,73N04147,5686    ,DE    ,CC    ,57186-10                ,571864948       ,29,X,X,FAIL  ,2015-02-15,8440:50,4341,00:00,0,2015-02-16,8443:05,4342,02:15,1,液压A系统电动液压泵低压灯亮.机组hydraulic A ELEC2 low pressure,02:15,"  过站复位M/105,A电动泵工作10分钟后再次故障,检查电动泵壳体回油滤干净,更换A电动泵,测试工作正常,指示正常,无渗漏.范宏欣TR replaced A EMDP,test ok,(AMM29-11-21-000-801)",1,57186-10                ,571866028       ,PARKER  US,13.0,30.48,02:15,1,（完全禁订）PUMP                                            ,3081106,10858281
73N,73N04147,5686    ,DE    ,CC    ,57186-10                ,571866028       ,29,X,X,FAIL  ,2015-02-16,8443:05,4342,00:00,0,2015-02-18,8473:53,4355,30:48,13,"浦东过站反映A系统低压灯亮复位P92F13跳开关,测试正常.俞？ TR A sys lowpsi light on resrt p92 f13 test ok",30:48,"    航后为判断故障,依据AMM29-11-41检查A系统壳体回油滤,检查正常,依据AMM29-11-21更换EMDP 测试正常无渗漏与5060 对串本体R317 测试正常 AFREFR TO AMM29-11-41 CHEAK A SYS INOP CABE DRAIN  CHECK OK REFER TOAMM29-11-21 REPLACE EMDP TEST OK NO LEAKAGE  TEST OK r317:9124-10400油滤:7577741",13,57186-10                ,571865321       ,,16746.0,32010.53,, ,（完全禁订）PUMP                                            ,3083531,10858285
73N,73N01855,5139    ,DE    ,CC    ,57186-10                ,571863822       ,29,X,X,FAIL  ,2006-01-13,00:00,0,00:00,0,2015-01-17,30661:50,15237,30661:50,15237,检查发现B系统EMDP有锈蚀check the fail of EMDP of B SYS刘新刚,30661:50,  航后依据AMM29-11-21更换B系统EMDP测试正常AF replace the B SYS EMDP test ok刘新刚,15237,57186-10                ,571868121       ,,8267.0,16089.0,, ,（完全禁订）PUMP                                            ,3026036,10862144
73N,73N03344,5520    ,DE    ,CC    ,57186-10                ,571866160       ,29,X,X,FAIL  ,2010-07-15,00:00,0,00:00,0,2015-03-19,15256:14,7985,15256:14,7985,机组反映：飞行中A系统电动泵过热灯亮,15256:14,"     根据AMM29-11-21更换A系统电动泵，根据AMM29-32-12更换过热电门，根据AMM29-11-27更换A系统电动泵消音器，根据AMM29-11-61更换A系统回油滤，根据AMM29-11-71更换A系统EMDP压力油滤，根据AMM29-11-41更换A系统EMDP壳体回油滤，增压测试正常，无渗漏。 厦门机务 REFER AMM29-11-21 REPLACEA SYS EMDP, TEST OK 壳体回油滤:7577741注:过热电门:975-0018-007 不按件序号控制,",7985,57186-10                ,571867874       ,,122.0,223.15,, ,（完全禁订）PUMP                                            ,3136043,10897168
73N,73N05577,6066    ,DE    ,CC    ,57186-10                ,571869323       ,29,X,X,FAIL  ,2015-09-02,00:00,0,00:00,0,2016-09-22,2434:09,1196,2434:09,1196,"机组报告西安航前B系统EMDP低压灯亮,复位跳开关正常Crew reported b sys emdp cow pressur额resilt the trip test ok尚超",2434:09,"     航后询问机组后续航段B系统EMDP工作正常,检查B系统EMDP壳体回油滤干净无杂质,更换EMDP及壳体油滤测试正常AF checked b sys emdp case filter element mdusren free repliceemdp and case filter element尚超  ELEMENT FILTER:757741   PACKING:NAS1611-114A  packing:NAS1611-220A",1196,57186-10                ,57186K2830      ,,26589.0,52167.01,, ,（完全禁订）PUMP                                            ,4354922,10932357
73N,73N05076,1997    ,DE    ,CC    ,57186-10                ,571868462       ,29,X,X,FAIL  ,2014-08-29,00:00,0,00:00,0,2016-03-21,4590:52,2453,4590:52,2453,,4590:52,"    航后完成MCO-2016-03-21-75依据AMM29-11-21检查B系统壳体回油滤未见异常并且更换回油滤,及B系统EMDP,测试正常.刘康AF accomplished MCO-2016-03-21-75 check sys B EMDP case drain filterand in good condition replaced the sys B EMDP case drain filter andsys B EMDP test ok    油滤:757741  封圈:NAS1612-12  封圈:NAS1612-10",2453,57186-10                ,57186K2986      ,,32603.0,52320.42,, ,（完全禁订）PUMP                                            ,3887996,10953581
73N,73N03378,5539    ,DE    ,CC    ,57186-10                ,K0447           ,29,X,X,FAIL  ,2013-09-18,9961:17,5253,44738:48,28045,2015-10-02,16462:21,8665,51239:52,31457,"起飞巡航发现左电动液压泵压力低,按检查单处置后正常飞行 机组",6501:04,"  依据AMM29-11-21更换A系统EMDP及消音器,地面测试正常 accomplish replaceA SYS EMDP and mufilter ground test ok 张宝山 
840002-074/12836   840002-074/12112",3412,57186-10                ,571864871       ,上海航新,11919.0,22948.15,6501:04,3412,（完全禁订）PUMP                                            ,3486870,10955929
73N,73N03713,5581    ,DE    ,CC    ,57186-10                ,K2483           ,29,X,X,FAIL  ,2014-06-27,9885:55,5000,37892:04,21167,2015-09-03,13684:53,6879,41691:02,23046,"航前检查发现B SYS EMDP输出压力2200PSI,检查B SYS EMDP壳体回油滤有大量金属屑.谢斌PF found B SYS EMDP pressure low to 2200PSI.",3798:58,"  更换B SYS EMDP AMM29-11-21.并对B SYS进行管路冲洗AMM29-11-00.操作测试正常.并办理保留FC201519863及FC201519865.谢斌Replace B SYS EMDP,and accomplish HYD B SYS flushing test ok.",1879,57186-10                ,571868246       ,,7979.0,15218.55,, ,（完全禁订）PUMP                                            ,3431804,10958846
73N,73N05128,1727    ,DE    ,CC    ,57186-10                ,571868682       ,29,X,X,FAIL  ,2014-10-07,00:00,0,00:00,0,2015-08-22,2455:16,1307,2455:16,1307,"航后检查发现B系统EMDP输出压力为2810PSI,机务AF CHECK AND FOUND EMDP OUTPUT 2810PSI OF SYSTEM B",2455:16,"   航后检查B系统EMDP壳体回油滤干净,依据AMM29-11-21更换B系统EMDP,测试正常.陈剑AF CHECK THE CASE DRAIN CLEAN REFER TO AMM29-11-21 REPLACE THE EMDPOF SYS B TEST NORMAL",1307,57186-10                ,571865168       ,,16886.0,32667.29,, ,（完全禁订）PUMP                                            ,3408997,10960245
73N,73N03889,5636    ,DE    ,CC    ,57186-10                ,571866910       ,29,X,X,FAIL  ,2012-01-06,00:00,0,00:00,0,2015-09-26,12077:44,6129,12077:44,6129,航前出港机组反映A EMDP低压PF crew report A system EMDP low pressure    杨正飞,12077:44,"     航前检查P92内部C881跳开,无法复位,检查EMDP壳体回油滤有金属屑,依据手册AMM29-1141更换A系统EMDP,依据WDM29-11-40更换R317接触器PF check the P92 C881 jump check the EMDP case dram filterhas metal refer to AMM29-11-41 repalce the system A EMDPreferto WDM29-11-40 repalce BBIT relay tets it ok   杨正飞继电器:9124-10400",6129,57186-10                ,571868681       ,,5469.0,11292.22,, ,（完全禁订）PUMP                                            ,3475295,10965701
73N,73N01191,2677    ,DE    ,CC    ,57186-10                ,265590          ,29, , ,SCH   ,2016-08-20,47298:12,24119,00:00,0,2016-08-29,47382:11,24173,83:59,54,,83:59,"  航后依据AMM29-11更换EMDP,完成借件拆还AF REFER TO AMM29-11 REPLACED EMDP,ACCOMPLISH Borrow a hurt stil周鸿儒  挂签号：4111435",54,57186-10                ,571869080       ,,2518.0,4508.24,, ,（完全禁订）PUMP                                            ,4286964,10979060
73N,73N01191,2677    ,DE    ,CC    ,57186-10                ,57186K2828      ,29,X,X,FAIL  ,2002-08-08,00:00,0,00:00,0,2016-08-20,47298:12,24119,47298:12,24119,B系统EMDP过热灯亮(范飞),47298:12, 过站依据AMM29-11更换B系统EMDP测试正常(范飞) TR ACCORDRG TO AMM29-11REPLACE B SYSTEN EMDP THE TEST WAS OK,24119,57186-10                ,265590          ,,54.0,83.59,, ,（完全禁订）PUMP                                            ,4264434,10979190
73N,73N03382,5538    ,DE    ,CC    ,57186-10                ,571864063       ,29,X,X,FAIL  ,2014-05-13,12001:14,6286,17410:21,8729,2015-12-15,16826:48,8831,22235:55,11274,"深圳之乌鲁木齐巡航飞到3时50分2号电动泵,过站按检查单处理 机组",4825:34,"   依据AMM29-11-21更换EMDP壳体回油滤,测试无渗漏,(压力3000PSI) Refer toAMM29-11-21 replace the emdp and emdp case drain filter check noleakage URC机务  failter :10-60555-8   packing:NAS1216-6packing:NAS1612-12  NAS1612-10",2545,57186-10                ,571863383       ,武汉航达,22065.0,45875.36,4825:34,2545,（完全禁订）PUMP                                            ,3650152,10983082
73N,73N05132,1733    ,DE    ,CC    ,57186-10                ,571868716       ,29,X,X,FAIL  ,2014-10-10,00:00,0,00:00,0,2015-10-27,3154:44,1554,3154:44,1554,航后检查发现A系统EMDP压力为2830PSI低于标准 李浩AF CHECKED THE SYS A EMDP PRESSURE WAS 2830 PSI AND LOWER THANSTANDARD,3154:44,"        航后检查压力传感器正常,依据AMM29-11-21更换A系统EMDP后测试压力为3020PSI无渗漏 李浩AF CHECKED THE SYSTEM PRESSURE SENSOR WAS OK AND REFERED TOAMM29-11-21 TO REPLACE THE SYS A EMDP AND PRESSURE WAS 3020PSI, NOLEAK WAS FOUND封圈:NAS1612-6,NAS1612-10,NAS1612-12备注:按照 王遗明 2015-11-09 15:16 邮件新建DE 57186-10/571865902 是实物核实非该件,故拆下DE掉,等核实到实物后再恢复该件",1554,57186-10                ,AH-12618        ,,30904.0,57239.02,, ,（完全禁订）PUMP                                            ,3538638,10986901
73N,73N03344,5520    ,DE    ,CC    ,57186-10                ,57186K2986      ,29,X,X,FAIL  ,2015-04-13,15479:29,8107,42541:01,27435,2015-12-09,17356:24,9060,44417:56,28388,空中A系统电动液压泵低压灯亮。机组ELEC 2 PUMP OF SYS A LOW PRESSURE LIGHT ON .,1876:55,"   航后检查壳体油滤干净依据AMM29-11-00更换A系统EMDP 和R317测试A系统压力正常，无渗漏。贺小富AF CHECK  CASE DRAIN FILTER OK ,REF TO AMM29-11-00 REPLACED A SYSEMDP AND R317，TEST OK",953,57186-10                ,571869365       ,武汉航达,5562.0,10899.15,1876:55,953,（完全禁订）PUMP                                            ,3820485,10997616
73N,73N04716,5855    ,DE    ,CC    ,57186-10                ,571868106       ,29,X,X,FAIL  ,2013-11-27,00:00,0,00:00,0,2016-04-14,7514:30,3695,7514:30,3695,,7514:30, 航后依据AMM29-11-21更换液压A系统EMDP测试正常办理FC201609555 李俊义ASF refer to AMM29-11-21 repalced hydraulic A EMDP test ok open,3695,57186-10                ,571866910       ,,11569.0,22300.55,, ,（完全禁订）PUMP                                            ,3948955,10999407
73N,73N01832,5138    ,DE    ,CC    ,57186-10                ,571863782       ,29,X,X,FAIL  ,2005-12-01,00:00,0,00:00,0,2016-03-28,34499:00,17468,34499:00,17468,两发起动结束后 出现ECEC1灯亮 机组,34499:00,          过站检查P91板跳开关跳出 检查B系统EMDP壳体器油滤干净 依据AMM29-11更换B系统EMDP 闭合跳开关 测试正常 办理FC201607891 FC201607890 URC机务TR check P91 panel out C/B is trip check B system EMDP caseFLB11039564Bfilter is clean refer AMM29-11 replace B system EMDP close the C/Btest normal FC201607891 FC201607890封圈 NAS1612-12封圈 NAS1612-10封圈 NAS1612-6封圈 NAS1611-114滤子 757741,17468,57186-10                ,571868504       ,,6607.0,12607.52,, ,（完全禁订）PUMP                                            ,3906087,11039563
