机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,2421            ,21    ,X,X,FAIL  ,1998-05-04,00:00,0,00:00,0,2006-07-10,48098:13,27663,48098:13,27663,T10158048 2后舱区域温度再现灯亮：,48098:13,   地面检查1＃区域温度控制器有后舱区域温度配平空气活门信息，不能清除测试后舱温度控制系统，温度可调，按MEL21-19放行。黄长辉T10158054 更换后客舱区域温度配平活门，测试区域温度控制器，无故障信息对空调系统操作测试，运转正常。刘峰 挂签号9506746,27663,398908-3                ,2985            ,,44685,67020.27,, ,(AOG)VALVE(重点监控件号)                                    ,313058,10158050
73C,73C02543,2990    ,DE    ,CC    ,398908-3                ,1237            ,21    ,X, ,SWAP  ,2006-06-30,34554:27,27850,00:00,0,2006-06-30,34554:27,27850,00:00,0,"在起飞过程中使用关发动机引气起飞,滑跑时左组件""建峰峰      L21-19放行。黄长辉T10",00:00,"  航后在1#ZTC上自检有ZONE TRIM VALVE信息,依据手册将前舱和后舱的配平空气调节活门对串,测试无渗漏,ZTC自检无故障信息.丁湛",0,398908-3                ,2974            ,,32457,42363.19,, ,(AOG)VALVE(重点监控件号)                                    ,310214,10160348
73N,73N00515,5081    ,DE    ,CC    ,398908-3                ,5968            ,21    ,X,X,FAIL  ,2000-04-30,22196:17,10149,16987:04,8335,2014-07-11,49523:41,24274,44314:28,22460,,27327:24,"    航后未进一步排除温度无法调节故障，依据技术组排故建议单MCO-2014-07-10-21更换驾驶舱配平活门，依据AMM21-64-21,测试正常，ZTC自检无故障信息，无渗漏。屈满军AF replaced the zone trim air modulating valve of control cabinTesk ok ，no lakage was found 。TAG:40476910",14125,398908-3                ,9933            ,海口维修室,10563,20744.09,27327:24,14125,(AOG)VALVE(重点监控件号)                                    ,2683155,10802433
73N,73N00345,2647    ,DE    ,CC    ,398908-3                ,3622            ,21    ,X,X,FAIL  ,2004-05-27,16359:10,8306,18203:04,11600,2005-02-23,19020:21,9631,20864:15,12925,过站检查发现AFT ZONE灯亮。 武峰,2661:11,  按MEL21-19放行，做M项。 武峰 L10033966航后依据AMM21-61-21更换温度控制活门测试空调系统工作正常。挂签号：1019857 观察件挂签：0002376 李向明,1325,398908-3                ,4340            ,,25396,40912.58,, ,(AOG)VALVE(重点监控件号)                                    ,174520,10033965
73N,73N00345,2647    ,DE    ,CC    ,398908-3                ,2975            ,21    ,X,X,FAIL  ,2004-05-27,16353:31,8304,18203:04,11600,2006-10-12,24913:50,12639,26763:23,15935,机组反映再现时右组件“PACK”灯亮机组,8560:19,  测试区域温度控制组件有右组件“TCV”信息，更换右组件“TCV”后测试正常，并对串1＃、2＃区域温度控制组件，测试正常魏晓辉，挂签号1005449,4335,398908-3                ,4108            ,,29717,59529.13,, ,(AOG)VALVE(重点监控件号)                                    ,342417,10203358
73C,73C02793,2967    ,DE    ,CC    ,398908-3                ,4015            ,21    ,X,X,FAIL  ,2001-02-08,00:00,0,00:00,0,2009-01-09,39074:42,24483,39074:42,24483,区域温度灯亮在FL8100M.机组 ZONE TEMP light illuminated at FL1800M.,39074:42,"  依据MEL21-36-01B放行待航后处理。张健 Ref to MEL21-36-01B dispatch,doit in after. FL10260296A 航后更换驾驶舱区域配平活门，测试正常。王镇停AF replaced the control cabin trim valve,test it ok. Tag:2000993",24483,398908-3                ,2621            ,,34244,61020.58,, ,(AOG)VALVE(重点监控件号)                                    ,643680,10260295
73C,73C02782,2965    ,DE    ,CC    ,398908-3                ,3091            ,21    ,X,X,FAIL  ,2003-11-11,5296:00,2527,00:00,0,2007-10-17,35773:17,22426,30477:17,19899,驾驶舱区域温度灯亮。马维国。,30477:17,    航后检查判断为驾驶舱配平活门故障，因航材无料，依据MEL21-36保留，见DD7000235，无料单号：0002341。唐建中。FROM TL10297422撤DD7000235转办为DD3001310.关践FROM TL10297425航后依据AMM21-61更换左空调舱前部的配平活门并测试工作正常，撤DD3001310.挂签号：0108944．王晓力,19899,398908-3                ,5794            ,,25897,52097.36,, ,(AOG)VALVE(重点监控件号)                                    ,468250,10265439
73N,73N00551,5089    ,DE    ,CC    ,398908-3                ,2373            ,21    ,X,X,FAIL  ,2004-06-01,7965:22,8595,15459:11,6473,2004-06-20,8135:26,8709,15629:15,6587,,170:04, 检查右空调温度控制组件有TCV信息，更换TCV，测试空调工作正常。（AMM21-51-10),114,398908-3                ,2313            ,,23611,41635.27,, ,(AOG)VALVE(重点监控件号)                                    ,120549,1026480 
73N,73N00551,5089    ,DE    ,CC    ,398908-3                ,2313            ,21    , , ,SCH   ,2004-06-20,8135:26,8709,605:58,317,2004-07-02,8238:08,8778,708:40,386,,102:42,  完成维修工作指令TG-737-MAO-243更换右空调组件TCV依据AMM21-51-10测试管路未见渗漏，控制器自检无信息开右组件空调工作正常。 付伟挂签：0006832,69,398908-3                ,3469            ,,13703,25912.38,, ,(AOG)VALVE(重点监控件号)                                    ,122986,1026497 
73C,73C02782,2965    ,DE    ,CC    ,398908-3                ,2417            ,21    ,X,X,FAIL  ,1996-04-02,00:00,0,00:00,0,2007-12-14,36272:35,22751,36272:35,22751,T10272010,36272:35,更换后客舱区域配平活门，测试正常。刘峰　挂签号2000808,22751,398908-3                ,2614            ,,25299,43375.09,, ,(AOG)VALVE(重点监控件号)                                    ,488540,10272011
73C,73C02811,2970    ,DE    ,CC    ,398908-3                ,2373            ,21    , , ,SCH   ,2004-01-01,7723:19,8461,00:00,0,2004-04-05,23182:30,14934,15459:11,6473,"计划完成MAO TG_BJ29700000870,更换驾驶舱配平活门",15459:11, 依据AMM21-61-95，更换驾驶舱空气配平活门，测试正常。王卓。挂签号0013224,6473,398908-3                ,3616            ,,22831,40608.25,, ,(AOG)VALVE(重点监控件号)                                    ,106895,1027633 
73N,73N00212,2638    ,DE    ,CC    ,398908-3                ,2812            ,21    ,X,X,FAIL  ,2004-07-12,18339:37,9194,18340:09,9192,2006-09-17,26106:35,12833,26106:35,12833,左组件一套系统不工作，再现时，PACK灯亮。机组,7766:26,"   航后检查区域温度控制组件显示左组件TCV故障，因航材无料，办DD2029555。王路T10186633 航后撤DD2029555,更换温控活门测试正常。刘欣挂签号：0002121",3641,398908-3                ,2978            ,,33484,64989.4,, ,(AOG)VALVE(重点监控件号)                                    ,334112,10186627
73N,73N00212,2638    ,DE    ,CC    ,398908-3                ,2395            ,21    ,X,X,FAIL  ,2004-07-12,18339:37,9194,18340:09,9192,2007-09-14,29591:46,14566,29591:46,14566,再现时右组件灯亮，可复位。冯爱华,11251:37,"   自检控制器有TCU信息，可复位，PACK灭，按MEL21-33放行，航后处理，贴“不工作”标牌。       冯爱华TL10272895 AF测试右组件控制器时有TCU信息，按AMM21-51-10更换右组件TCU,并清除故障信息后，长时间开空调测试正常。     王豫",5374,398908-3                ,2987            ,,23909,42256.43,, ,(AOG)VALVE(重点监控件号)                                    ,458800,10272893
73C,73C02543,2990    ,DE    ,CC    ,398908-3                ,2374            ,21    ,X,X,FAIL  ,2003-05-10,4021:00,2093,00:00,0,2008-02-09,39827:59,30873,35806:59,28780,SEE TL10294212,35806:59, 航后依据AMM21-61-21更换左组件TCV，经测试确认活门工作正常，无渗漏吴崇明 挂签号0006037,28780,398908-3                ,2417            ,,24335,38807.55,, ,(AOG)VALVE(重点监控件号)                                    ,511767,10294218
73C,73C02939,2989    ,DE    ,CC    ,398908-3                ,2614            ,21    ,X,X,FAIL  ,1997-10-16,00:00,0,00:00,0,2007-11-03,31985:43,18357,31985:43,18357,机组口头反映右组件工作时PACK灯亮，但可复位。,31985:43,   AF自检2＃区域控制器有主TCV信息，检查TCV工作卡阻，因深圳航材无料，据MEL21-33放行，并完成相应M项工作，并办DD3005054   周绍伟TL10297534 航后按AMM21-61更换右组件TCV，测试正常，撤DD3005054。陈欢　　挂签：0122152,18357,398908-3                ,3369            ,,31593,58266.16,, ,(AOG)VALVE(重点监控件号)                                    ,474064,10297526
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,2093            ,21    ,X, ,SWAP  ,2004-07-23,42197:15,24120,00:00,0,2008-01-13,52757:07,30313,10559:52,6193,,10559:52,"  航后依据工程部技术组意见，针对过站时出现配平活门不工作现象，对串前舱后舱TCV,测试工作正常，无代码。武卫兵",6193,398908-3                ,1871            ,,38503,66250.27,, ,(AOG)VALVE(重点监控件号)                                    ,499620,10301392
73C,73C02811,2970    ,DE    ,CC    ,398908-3                ,2313            ,21    ,X,X,FAIL  ,2004-10-01,24857:56,15916,708:40,386,2008-02-10,35528:34,22517,11379:18,6987,"机组口头反映左组件再现时PACK灯亮,组件自测有TCV信息",10670:38," 航后依据AMM21-61-21更换左空调温度控制活门,测试无渗漏组件自检无故障代码.郭茂林 挂签号0105325",6601,398908-3                ,8027            ,武汉航达,9567,16001.03,10670:38,6601,(AOG)VALVE(重点监控件号)                                    ,511954,10305592
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,2338            ,21    ,X, ,SWAP  ,1998-12-03,00:00,0,00:00,0,2008-03-24,53412:20,30696,53412:20,30696,再现检查时，右PACK灯亮 黄凤刚,53412:20,"       过站读取2#温度控制器有TCV信息，清除信息后测试正常。请继续使用航后按AMM21-61-21对串左右组件TCV，测试1#区域温度控制器有TCV信息，按压再现时左PACK灯亮，可以复位，右组件测试正常，因航材无料将左侧TCV按MEL21-33A办理DD6071809    李利TL10303956依据AMM2133更换左空调舱TCV,通电接通空调工作正常，ZTC自检通过撤DD6071809.挂签号：2004290张锟",30696,398908-3                ,4351            ,,30746,51869.36,, ,(AOG)VALVE(重点监控件号)                                    ,527008,10303946
73N,73N00067,2636    ,DE    ,CC    ,398908-3                ,2373            ,21    ,X,X,FAIL  ,2004-10-26,20548:01,11407,15629:15,6587,2006-11-04,27785:47,14996,22867:01,10176,航前检查左空调组件工作10分钟跳开，供气温度不断上升，测试指示TCV灯亮，目视检查左TCV常开位。陈维波,7237:46,    航前时间不足，依据MEL21-1放行陈维波TL10152785 航后依据AMM21-60-00更换左组件TCV活门，完成相关测试结果均正正常，符合手册要求。开空调工作30分钟，温度可正常调节。王健，挂签号0103980,3589,398908-3                ,229C            ,海口维修室,29015,47377.21,7237:46,3589,(AOG)VALVE(重点监控件号)                                    ,349715,10152782
73N,73N00972,2159    ,DE    ,CC    ,398908-3                ,3469            ,21    ,X,X,FAIL  ,2004-11-16,10207:33,5247,687:21,439,2005-10-29,13688:43,6936,4168:31,2128,***空中多次脱开右组件灯亮按压主警告组件灯熄灭 余吕全 ***,3481:10, FROMTL10102061航后参照AMM21-60更换右空调后部TCV活门并在右区域温度控制组件上复位PACK灯灭空调工作正常 挂签0010133  黄长辉,1689,398908-3                ,3369            ,海口维修室,31593,58266.16,3481:10,1689,(AOG)VALVE(重点监控件号)                                    ,241335,10102063
73N,73N00548,5083    ,DE    ,CC    ,398908-3                ,6151            ,21    , , ,SCH   ,2004-12-08,10175:34,9831,10175:34,9831,2004-12-15,10236:35,9871,10236:35,9871,,61:01, 完成借件拆还指令2004C1132，根据AMM21-61-09更换左空调TCV，并完成相关测试。        挂签号1000015       曹正,40,398908-3                ,3376            ,,31314,59871.54,, ,(AOG)VALVE(重点监控件号)                                    ,158046,10011011
73N,73N00548,5083    ,DE    ,CC    ,398908-3                ,3376            ,21    ,X,X,FAIL  ,2004-12-15,10236:35,9871,16353:31,8304,2011-01-27,30905:15,21589,37022:11,20022,FROM FL10476579A,20668:40,  航后测试有FLT DECT TRIM VALVE 信息更衣后驾驶舱配平活门依据AMM21-22 测试正常 tag 0007795AF ref to AMM21-22 replace the TCV test ok 李俊杰,11718,398908-3                ,9976            ,海口维修室,18131,34514.34,, ,(AOG)VALVE(重点监控件号)                                    ,1145753,10476581
73N,73N00551,5089    ,DE    ,CC    ,398908-3                ,4311            ,21    ,X,X,FAIL  ,2005-02-11,10388:38,10091,14271:08,7215,2005-02-26,10531:59,10170,14414:29,7294,杭州起飞后左组件灯亮起飞后按检查单处置，单组件飞回海口。 周玉程L10034342 海口滑出再现左组件PACK灯亮，按压主警告灯熄灭杭州滑出的检查同上。 吴全才,143:21,       过站对区域温度控制器测试有温度控制活门（故障信息按MEL21-33放行，航后处理。可复位备用TCV工作正常。）殷玉林L10034342 深圳检查正常，建议观察使用回基地处理。L10034343 海口过站时间短按压主警告可复位，按MEL21-32放行航后处理。宋贵康L10034352 航后测试区域温度控制器有TCV信息，依据AMM21-62-00更换TCV并测试正常。挂签：1012637张艺,79,398908-3                ,2098            ,海口维修室,16971,30251.53,143:21,79,(AOG)VALVE(重点监控件号)                                    ,175278,10034341
73N,73N01649,5115    ,DE    ,CC    ,398908-3                ,7574            ,21    ,X,X,FAIL  ,2005-02-27,209:72,110,209:72,110,2010-01-06,17575:25,8542,17575:25,8542,左组件再现时灯亮.机组,17365:13,"      过站检查1号区域控制器有TCV信息,清除后正常.请继续使用.杨智会TR CHECK FINDING TCV INFORMATION IN 1# ZONE TEMPERATURE CONTROLLER,CLEANED IT OK,PLEASE CONTINUE USING IT.FL10338630 航后按AMM21-51-10更换左组件温度控制活门,安装测试工作正常,无渗漏.赵子钦AF REFERRED TO AMM21-51-10 TO REPLACE LEFT PACK TEMPERATURECONTROLL VALVE,INSTALLATION TEST WORKS NORMAL,NO LEAKAGE.",8432,398908-3                ,11894           ,,8719,17218.37,, ,(AOG)VALVE(重点监控件号)                                    ,853047,10338628
73Q,73C03067,2501    ,DE    ,CC    ,398908-3                ,3519            ,21    ,X,X,FAIL  ,2005-03-02,21031:47,13409,18274:05,9441,2010-01-11,35872:33,22293,33114:51,18325,"北京起动好发动机后到宁波落地,再现FWD CAB区域灯亮,按压主警告则熄灭机组",14840:46,"        过站自检2#区域温度控制器,有前舱区域故障信息,左右空调组件工作正常,航后进一步处理.贺小富TR BITE NO.2 ZONE CONTROLLER,HAVE FWD ZONE FAULT MESSAGE,LH/RH PACKWORK NORMAL,AF DO ITFL10351539B航后更换驾驶舱空气配平活门,组件灯仍亮,无法清除,更换区域温度控制组件,测试正常.朱堰城AF REPLACE FLT DECK AIR TERM VAVLE,REPLACE ZONE TEMPERATURECONTROLLER,TEST OK挂签号9019709, 900681",8884,398908-3                ,4335            ,海口维修室,23383,32817.03,, ,(AOG)VALVE(重点监控件号)                                    ,856687,10351538
73N,73N00345,2647    ,DE    ,CC    ,398908-3                ,3617            ,21    ,X,X,FAIL  ,2005-04-08,19441:04,9852,19441:04,9852,2007-07-16,27635:02,13959,27635:02,13959,,8193:58,"  AF为判断前客舱区域温度灯亮故障,按海口技术组意见,故将本机前舱配平活门与后舱配平活门对串,并按AMM21-61-400-801完成安装及测试,结果正常.赵东",4107,398908-3                ,4340            ,,25396,40912.58,, ,(AOG)VALVE(重点监控件号)                                    ,437581,10248490
73N,73N00345,2647    ,DE    ,CC    ,398908-3                ,2948            ,21    ,X,X,OBS   ,2005-04-08,19441:04,9852,19441:04,9852,2010-06-16,37269:58,18927,37269:58,18927,机组反映驾驶舱温度无法调节。周永文The crew said that the cabin temperature can't be regulation,17828:54,        航后依据AMM21-61-10更换驾驶舱温度传感器，和AMM21-61更换驾驶舱温度控制活门，办理观察件，测试空调工作正常。周永文AF refer AMM21-61-10 replace the cabin temperature sensor and referto AMM21-61 replace the temperature control valve which was removedobserve tesk is okFLB10376078A航后依据AMM21-61-20完成1号和2号区域温度控制器对串，测试正常。周永文AF refer to AMM21-61-20 exchanger the NO.2 with NO.1 pack /zonetemperature controler test's ok,9075,398908-3                ,8275            ,,21379,40196.48,, ,(AOG)VALVE(重点监控件号)                                    ,969447,10376077
73N,73N00731,2652    ,DE    ,CC    ,398908-3                ,210C            ,21    ,X,X,FAIL  ,2005-04-29,15454:26,7821,18588:28,11571,2005-07-01,16011:16,8107,19145:18,11857,驾驶舱空调温度选择器失效张国飞,556:50,  航后更换驾驶舱空调温度控制活门后多次将温度调节旋钮调至冷位与热位管道温度均能降低与升高可正常使用挂签1009309  张伟,286,398908-3                ,4352            ,,32498,53259.4,, ,(AOG)VALVE(重点监控件号)                                    ,207468,10029167
73C,73C02922,2987    ,DE    ,CC    ,398908-3                ,2605            ,21    , , ,SWAP  ,1997-08-27,00:00,0,00:00,0,2010-01-29,38927:10,22529,38927:10,22529,"航后检查发现左组件PACK灯亮。马魁AF CHECKED AND FOUND THE LEFT PACK "".周周永文AF refer A",38927:10,"    航后自检区域温度控制器有“TCV”信息，左右组件对串TCV后无效，更换压气机出口过热电门后测试组件工作正常。马魁  封圈：S9028A905AF SELF TEST THE ZTC HAD THE MESSAGE TCV,INTERCHANGE THE TCV WITHTHE RIGHT PACK NO USE.REPLACED THE COMPRESSOR OUTLET TEMPERATIVESENSOR,TEST THE LEFT PACK WORKED NORMAL.",22529,398908-3                ,3623            ,,25200,41283.14,, ,(AOG)VALVE(重点监控件号)                                    ,869799,10337868
73Q,73C03067,2501    ,DE    ,CC    ,398908-3                ,4502            ,21    ,X,X,FAIL  ,2005-05-24,21753:05,13862,16012:17,8189,2012-07-30,42610:44,26237,36869:56,20564,"起飞后驾驶舱调节温度至最低,前服务间,头等舱及7排之间区域温度始终较热乘务",20857:39,"   航后检查发现前后舱配平活门漏气,依据AMM21-61更换测试正常,管道温度17°周永文AF check and find the FWD and AFT trim air vlave was leak refer toAMM21-61 replace them and test is OK The duet temperature is 17°",12375,398908-3                ,11030           ,武汉航达,8688,15378.3,20857:39,12375,(AOG)VALVE(重点监控件号)                                    ,1665852,10392659
73N,73N00731,2652    ,DE    ,CC    ,398908-3                ,4352            ,21    ,X,X,FAIL  ,2005-07-01,16011:16,8107,10388:38,10091,2008-03-28,25931:09,12789,20308:31,14773,地面再现检查左组件灯亮，复位后灯灭,9919:53,"    经询问机组空中空调使用正常，地面自检区域温度控制组件无故障信息，现使用良好，请继续使用．成功T10263924 航后依据技术组要求重新自检区域温度控制组件，有TCU信息，依据AMM21-51-10更换左空调舵TCU,完成自检，使用正常．成功挂签号2004289",4682,398908-3                ,2421            ,海口维修室,46379,84411.02,9919:53,4682,(AOG)VALVE(重点监控件号)                                    ,528346,10263923
73N,73N01745,5116    ,DE    ,CC    ,398908-3                ,8007            ,21    ,X, ,WOR   ,2005-07-16,11:00,6,11:00,6,2007-10-28,8660:56,4153,8660:56,4153,见TL10297901,8649:56,   航后按TASK21-51-10-400-801更换TCV并完成相关测试，检查接口处无漏气，组件长时间工作系统工作正常。挂签：0113123赵伟,4147,398908-3                ,2812            ,,31208,61902.32,, ,(AOG)VALVE(重点监控件号)                                    ,472447,10297904
73N,73N01766,5135    ,DE    ,CC    ,398908-3                ,7986            ,21    ,X, ,SWAP  ,2005-09-02,13:00,7,13:00,7,2006-01-06,1225:01,589,1225:01,589,***左区域温度灯“ZONE TEMP”灯亮再现后熄灭。 李牧 ***,1212:01,"    FROM L10109663 AF在区域温度控制组件上自检有FLT CONT CAB ""清除后系统自检正常，地面长时间操作空调组件未再现，根据海口技术组指令，将驾驶舱配平组件活门对串，并依据AMM21-61-21测试左右空调系统工作正常，各自配平组件活门工作正常，无漏气请观察使用。挂签号：B002258A/B 魏玉程程PRESSOR OUTL",582,398908-3                ,7994            ,,15131,28896.45,, ,(AOG)VALVE(重点监控件号)                                    ,260949,10109665
73N,73N01766,5135    ,DE    ,CC    ,398908-3                ,7931            ,21    , , ,SWAP  ,2005-09-02,13:00,7,13:00,7,2009-06-07,12838:29,6739,12838:29,6739,再现左组件PACK灯亮。机组,12825:29,   航后ATC自检有TCV信息，从B-5346串件更换TCV ，测试正常。孙永华AF test the ATC and have message of TCV1 swapped TCV from B-5346test ok. 串件：3171074,6732,398908-3                ,9921            ,,17208,34640.13,, ,(AOG)VALVE(重点监控件号)                                    ,720444,10284408
73N,73N01766,5135    ,DE    ,CC    ,398908-3                ,2712            ,21    ,X,X,FAIL  ,2005-09-10,72:03,39,22730:32,12496,2008-06-21,9648:01,5093,32306:30,17550,,9575:58,"    FROM TL10347403航后左右对串组件温度控制器,测试系统正常,并更换右组件温度控制活门.测试正常.王东升.AF SWAP L,R PACK/ZONE TEMPERATURE CONTROLLER AND TEST OK.REPLACE R/HTCV TEST OK.",5054,398908-3                ,8278            ,海口维修室,20454,41160.32,9575:58,5054,(AOG)VALVE(重点监控件号)                                    ,557251,10347404
73C,73C02939,2989    ,DE    ,CC    ,398908-3                ,2623            ,21    ,X,X,FAIL  ,1997-10-16,00:00,0,00:00,0,2008-08-01,34187:01,19738,34187:01,19738,,34187:01,  航后更换左组件温度控制活门，检查正常.挂签号200085AF　replace the L ASSY TEMP control valve and test ok.武圣晓,19738,398908-3                ,229C            ,,29015,47377.21,, ,(AOG)VALVE(重点监控件号)                                    ,572547,10347208
73N,73N00548,5083    ,DE    ,CC    ,398908-3                ,2621            ,21    ,X, ,SWAP  ,2005-11-07,13236:56,11864,25487:59,14636,2005-12-18,13628:37,12103,25879:40,14875,"见TL10090893 
***只要再现，右组件PACK灯亮***",391:41,  航后为进一步判断右组件PACK灯亮故障，按AMM21-00左右对串TCV活门，同时与2675飞机对串ACAU　ＩＩ部，通电测试正常，管路无渗漏。串件单号：B002219A/B   B002220A    史向东　　　高青松,239,398908-3                ,2987            ,海口维修室,23909,42256.43,391:41,239,(AOG)VALVE(重点监控件号)                                    ,255323,10090900
